date,code,name,close,ma5,ma10,ma20,convex,bullish_ma,year_high_10d,breakout_date,ma20_slope_first,ma20_slope_second
2026-08-25,601988,中国银行,6.14,6.090000000000004,6.004000000000004,5.954499999999996,True,True,True,2026-08-25,0.010388888888888954,0.0026111111111111443
