date,code,name,close,ma5,ma10,ma20,convex,bullish_ma,year_high_10d,breakout_date,ma20_slope_first,ma20_slope_second
2026-08-31,301108,洁雅股份,40.65,38.782000000000046,37.985000000000035,37.53799999999998,True,True,True,2026-08-31,0.3847777777777775,0.2949444444444435
